saps,fecha,servicio,turno,consulta_cantidad,rango_etario,sexo,detalle
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,5,20-39 ANOS,F,URGENCIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,M,URGENCIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,F,URGENCIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,5,1 - 4 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,3,1 - 4 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,5,5 - 14 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,2,5 - 14 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,2,15 - 19 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,2,15 - 19 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,8,20-39 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,3,20-39 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,3,40-69 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,4,40-69 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,M,TRATAMIENTO UNIRRADICULAR
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,11,1 - 4 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,17,1 - 4 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,6,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,11,5 - 14 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,2,15 - 19 ANOS,F,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,M,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,7,20-39 ANOS,F,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,M,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,4,40-69 ANOS,F,EXTRACCION DENTARIA
DR. MANUEL CASSUSO,2022-04-01,ODONTOLOGIA,MANANA,1,1 - 4 ANOS,F,APLICACION DE FLUOR
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,6,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,3,15 - 19 ANOS,F,URGENCIA
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,3,15 - 19 ANOS,M,URGENCIA
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,5,20-39 ANOS,F,URGENCIA
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,3,20-39 ANOS,M,URGENCIA
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,5,40-69 ANOS,F,URGENCIA
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,2,40-69 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,4,5 - 14 ANOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,8,5 - 14 ANOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,3,15 - 19 ANOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,3,15 - 19 ANOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,11,20-39 ANOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,5,20-39 ANOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,7,40-69 ANOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,4,40-69 ANOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,4,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,8,5 - 14 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
GÜEMES,2022-04-01,ODONTOLOGIA,MANANA,2,40-69 ANOS,M,EXTRACCION DENTARIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,2,15 - 19 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,5,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,3,5 - 14 ANOS,F,URGENCIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,10,5 - 14 ANOS,M,URGENCIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,3,15 - 19 ANOS,F,URGENCIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,1,15 - 19 ANOS,M,URGENCIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,5,20-39 ANOS,F,URGENCIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,6,20-39 ANOS,M,URGENCIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,3,40-69 ANOS,M,URGENCIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,2,1 - 4 ANOS,M,INACTIVACION DE CARIES
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,20,5 - 14 ANOS,F,INACTIVACION DE CARIES
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,28,5 - 14 ANOS,M,INACTIVACION DE CARIES
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,9,15 - 19 ANOS,F,INACTIVACION DE CARIES
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,7,15 - 19 ANOS,M,INACTIVACION DE CARIES
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,23,20-39 ANOS,F,INACTIVACION DE CARIES
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,4,20-39 ANOS,M,INACTIVACION DE CARIES
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,6,40-69 ANOS,F,INACTIVACION DE CARIES
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,2,40-69 ANOS,M,INACTIVACION DE CARIES
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,4,1 - 4 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,3,1 - 4 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,10,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,14,5 - 14 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,2,5 - 14 ANOS,F,EXTRACCION DENTARIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,5,5 - 14 ANOS,M,EXTRACCION DENTARIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,6,15 - 19 ANOS,F,EXTRACCION DENTARIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,4,15 - 19 ANOS,M,EXTRACCION DENTARIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,10,20-39 ANOS,F,EXTRACCION DENTARIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,2,20-39 ANOS,M,EXTRACCION DENTARIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,8,40-69 ANOS,F,EXTRACCION DENTARIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,2,40-69 ANOS,M,EXTRACCION DENTARIA
RIO PARANA,2022-04-01,ODONTOLOGIA,TARDE,1,>=70 ANOS,F,EXTRACCION DENTARIA
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,15 - 19 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,4,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,5 - 14 ANOS,F,URGENCIA
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,5 - 14 ANOS,M,URGENCIA
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,15 - 19 ANOS,F,URGENCIA
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,4,20-39 ANOS,F,URGENCIA
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,20-39 ANOS,M,URGENCIA
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,40-69 ANOS,F,URGENCIA
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,5 - 14 ANOS,F,DERIVACION
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,5,5 - 14 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,5 - 14 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,4,20-39 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,5,20-39 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,3,20-39 ANOS,F,TARTREC Y CEPILLADO MECANICO
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,20-39 ANOS,M,#N/A
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,5 - 14 ANOS,F,INACTIVACION DE CARIES
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,20-39 ANOS,F,INACTIVACION DE CARIES
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,20-39 ANOS,M,INACTIVACION DE CARIES
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,3,1 - 4 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,1 - 4 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,8,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,9,5 - 14 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,3,5 - 14 ANOS,M,EXTRACCION DENTARIA
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,40-69 ANOS,F,EXTRACCION DENTARIA
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,3,5 - 14 ANOS,F,APLICACION DE FLUOR
Dr. SANTIAGO LORENZO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,5 - 14 ANOS,M,APLICACION DE FLUOR
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA,2,5 - 14 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,5 - 14 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,5,15 - 19 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,4,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,5,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,40-69 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,5 - 14 ANOS,M,URGENCIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,15 - 19 ANOS,F,URGENCIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,15 - 19 ANOS,M,URGENCIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,3,20-39 ANOS,F,URGENCIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,20-39 ANOS,M,URGENCIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,3,40-69 ANOS,F,URGENCIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,8,20-39 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,20-39 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,3,40-69 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,40-69 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,5 - 14 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,3,20-39 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,20-39 ANOS,M,TARTREC Y CEPILLADO MECANICO
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,3,40-69 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,40-69 ANOS,M,TARTREC Y CEPILLADO MECANICO
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,1 - 4 ANOS,M,INACTIVACION DE CARIES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,5 - 14 ANOS,F,INACTIVACION DE CARIES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,15 - 19 ANOS,F,INACTIVACION DE CARIES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,8,20-39 ANOS,F,INACTIVACION DE CARIES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,20-39 ANOS,M,INACTIVACION DE CARIES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,40-69 ANOS,F,INACTIVACION DE CARIES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,4,40-69 ANOS,M,INACTIVACION DE CARIES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,5 - 14 ANOS,F,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,1,5 - 14 ANOS,M,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,2,15 - 19 ANOS,F,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,3,15 - 19 ANOS,M,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,5,20-39 ANOS,F,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,3,20-39 ANOS,M,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,3,40-69 ANOS,F,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,MANANA/TARDE,3,>=70 ANOS,F,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,1,1 - 4 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,4,5 - 14 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,1,5 - 14 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,1,15 - 19 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,1,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,5,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,2,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,1,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,1,40-69 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,1,1 - 4 ANOS,F,URGENCIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,8,5 - 14 ANOS,F,URGENCIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,8,5 - 14 ANOS,M,URGENCIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,5,15 - 19 ANOS,F,URGENCIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,1,15 - 19 ANOS,M,URGENCIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,7,20-39 ANOS,F,URGENCIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,2,20-39 ANOS,M,URGENCIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,1,40-69 ANOS,F,URGENCIA
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,1,1 - 4 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,1,15 - 19 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,1,20-39 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,2,20-39 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,1,5 - 14 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,2,15 - 19 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,1,15 - 19 ANOS,M,TARTREC Y CEPILLADO MECANICO
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,3,20-39 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,2,5 - 14 ANOS,F,INACTIVACION DE CARIES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,2,5 - 14 ANOS,M,INACTIVACION DE CARIES
DR. ANIBAL MALVIDO,2022-04-01,ODONTOLOGIA,TARDE,3,20-39 ANOS,F,INACTIVACION DE CARIES
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,< 1 ANO,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,< 1 ANO,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,1 - 4 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,7,1 - 4 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,9,5 - 14 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,F,INACTIVACION DE CARIES
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,6,5 - 14 ANOS,M,INACTIVACION DE CARIES
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,3,20-39 ANOS,F,EXTRACCION DENTARIA
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,M,EXTRACCION DENTARIA
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,F,EXTRACCION DENTARIA
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,M,EXTRACCION DENTARIA
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,4,20-39 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,F,URGENCIA
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,M,URGENCIA
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,2,15 - 19 ANOS,F,URGENCIA
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,F,URGENCIA
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,M,URGENCIA
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
SAN MARCOS,2022-04-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. PEDRO BLUGERMAN,2022-04-01,ODONTOLOGIA,TARDE,3,15 - 19 ANOS,F,EXTRACCION DENTARIA
